in_form	prefix_guess	dhatu	palsule_no	prefix	dhatu_check
samanubhuj		bhuj		samanu	bhuj
samanucintay		cintay		samanu	cintay
samanudhyā		dhyā		samanu	dhyā
samanugam		gam		samanu	gam
samanujñā		jñā		samanu	jñā
samanujñāpay		jñāpay		samanu	jñāpay
samanukalpay		kalpay		samanu	kalpay
samanukīrtay		kīrtay		samanu	kīrtay
samanukram		kram		samanu	kram
samanukṛṣ		kṛṣ		samanu	kṛṣ
samanuman		man		samanu	man
samanupālay		pālay		samanu	pālay
samanupaś		paç		samanu	paç
samanupracch		cch		samanupra	cch
samanuprāp		p		samanuprā	p
samanupraveśay		veśay		samanupra	veśay
samanupraviś		viç		samanupra	viç
samanurudh		rudh		samanu	rudh
samanuśās		çās		samanu	çās
samanuśī		çī		samanu	çī
samanusmṛ		smṛ		samanu	smṛ
samanuśobhay		śobhay		samanu	śobhay
samanusṛ		sṛ		samanu	sṛ
samanusthā		sthā		samanu	sthā
samanuśuc		çuc		samanu	çuc
samanuvraj		vraj		samanu	vraj
samanuvṛt		vṛt		samanu	vṛt
samanuyā		yā		samanu	yā
samanvāgam		gam		samanvā	gam
samāp		āp		sam	āp
samāpā		pā		samā	pā
samāpad		pad		samā	pad
samapadhyā		dhyā		samapa	dhyā
samapahā		hā		samapa	hā
samapanud		nud		samapa	nud
samāpat		pat		samā	pat
samapavarjay		varjay		samapa	varjay
samāpay		pay		samā	pay
samāpīḍay		pīḍay		samā	pīḍay
samāplāvay		plāvay		samā	plāvay
samāplu		plu		samā	plu
samāpothay		pothay		samā	pothay
samāpṛ		pṛ		samā	pṛ
samāpracch		cch		samāpra	cch
samāpūray		pūray		samā	pūray
samāpyāyay		pyāyay		samā	pyāyay
samārabh		rabh		samā	rabh
samārādhay		rādhay		samā	rādhay
samāram		ram		samā	ram
samarasīkṛ		rasīkṛ		sama	rasīkṛ
samarc		arc		sam	arc
samarcay		rcay		sama	rcay
samarday		rday		sama	rday
samardhay		rdhay		sama	rdhay
samarjay		rjay		sama	rjay
samārjay		rjay		samā	rjay
samāropay		ropay		samā	ropay
samarpay		rpay		sama	rpay
samarthībhū		rthībhū		sama	rthībhū
samāruh		ruh		samā	ruh
samāruj		ruj		samā	ruj
samās		ās		sam	ās
samāsad		sad		samā	sad
samāsāday		sāday		samā	sāday
samāsañj		sañj		samā	sañj
samāsev		sev		samā	sev
samāsic		sic		samā	sic
samāśliṣ		çliṣ		samā	çliṣ
samāsphālay		sphālay		samā	sphālay
samāśrāvay		śrāvay		samā	śrāvay
samāśri		çri		samā	çri
samāsṛj		sṛj		samā	sṛj
samāśru		çru		samā	çru
samāsthā		sthā		samā	sthā
samāsthāpay		sthāpay		samā	sthāpay
samāstṛ		stṛ		samā	stṛ
samāsup		p		samāsu	p
samāśvas		çvas		samā	çvas
samāśvāsay		śvāsay		samā	śvāsay
samatī		tī		sama	tī
samatikram		kram		samati	kram
samatisṛj		sṛj		samati	sṛj
samativṛt		vṛt		samati	vṛt
samatiyā		yā		samati	yā
samavabudh		budh		samava	budh
samavacchad		cchad		samava	cchad
samavagāh		gāh		samava	gāh
samavaguṇṭhay		guṇṭhay		samava	guṇṭhay
samāvah		vah		samā	vah
samavahā		hā		samava	hā
samavajñā		jñā		samava	jñā
samavakṛ		kṛ		samava	kṛ
samavakṣip		kṣip		samava	kṣip
samavākṣip		vākṣip		sama	vākṣip
samavalamb		lamb		samava	lamb
samavalokay		lokay		samava	lokay
samavāp		vip		sama	vip
samāvap		vap		samā	vap
samāvāp		vip		samā	vip
samāvāpay		vāpay		samā	vāpay
samavapīḍay		pīḍay		samava	pīḍay
samāvarjay		varjay		samā	varjay
samāvartay		vartay		samā	vartay
samāvas		vas		samā	vas
samāvāsay		vāsay		samā	vāsay
samavaskanday		skanday		samava	skanday
samavasṛj		sṛj		samava	sṛj
samavaṣṭambh		ṣṭambh		samava	ṣṭambh
samavasthā		sthā		samava	sthā
samavasthāpay		sthāpay		samava	sthāpay
samavastṛ		stṛ		samava	stṛ
samavatāray		tāray		samava	tāray
samavatṛ		tṛ		samava	tṛ
samave		ve		sama	ve
samāveday		veday		samā	veday
samavekṣ		vekṣ		sama	vekṣ
samāveśay		veśay		samā	veśay
samāveṣṭay		veṣṭay		samā	veṣṭay
samāviś		viç		samā	viç
samāvṛ		vṛ		samā	vṛ
samāvraj		vraj		samā	vraj
samāvṛt		vṛt		samā	vṛt
samāvyadh		vyadh		samā	vyadh
samay		ay		sam	ay
śamay		śamay			śamay
śāmay		śāmay			śāmay
samāyā		yā		samā	yā
samāyam		yam		samā	yam
samāyas		yas		samā	yas
samāyat		yat		samā	yat
samayīkṛ		yīkṛ		sama	yīkṛ
samāyojay		yojay		samā	yojay
samāyuj		yuj		samā	yuj
sambādh		bādh		sam	bādh
sambandh		bandh		sam	bandh
saṃbandhay		bandhay		saṃ	bandhay
sambhā		bhā		sam	bhā
sambhaj		bhaj		sam	bhaj
sambhakṣ		bhakṣ		sam	bhakṣ
saṃbhakṣay		bhakṣay		saṃ	bhakṣay
sambhañj		bhañj		sam	bhañj
saṃbhāray		bhāray		saṃ	bhāray
saṃbharts		bharts		saṃ	bharts
sambhāṣ		bhāṣ		sam	bhāṣ
saṃbhāṣay		bhāṣay		saṃ	bhāṣay
sambhāvay		bhāvay		sam	bhāvay
sambhid		bhid		sam	bhid
saṃbhojay		bhojay		saṃ	bhojay
sambhṛ		bhṛ		sam	bhṛ
sambhram		bhram		sam	bhram
saṃbhrāmay		bhrāmay		saṃ	bhrāmay
sambhraṃś		bhraṃç		sam	bhraṃç
sambhū		bhū		sam	bhū
sambhuj		bhuj		sam	bhuj
saṃbhuj		bhuj		saṃ	bhuj
saṃbhūṣay		bhūṣay		saṃ	bhūṣay
sambodhay		bodhay		sam	bodhay
saṃbṛṃhay		bṛṃhay		saṃ	bṛṃhay
sambrū		brū		sam	brū
sambudh		budh		sam	budh
saṃcakṣ		cakṣ		saṃ	cakṣ
saṃcal		cal		saṃ	cal
saṃcālay		cālay		saṃ	cālay
saṃcar		car		saṃ	car
saṃcāray		cāray		saṃ	cāray
saṃcarv		carv		saṃ	carv
saṃceṣṭ		ceṣṭ		saṃ	ceṣṭ
saṃcetay		cetay		saṃ	cetay
saṃchad		chad		saṃ	chad
saṃchāday		chāday		saṃ	chāday
saṃchanday		chanday		saṃ	chanday
saṃcheday		cheday		saṃ	cheday
saṃchid		chid		saṃ	chid
saṃci		ci		saṃ	ci
saṃcintay		cintay		saṃ	cintay
saṃcit		cit		saṃ	cit
saṃcoday		coday		saṃ	coday
saṃcud		cud		saṃ	cud
saṃcūṣ		cūṣ		saṃ	cūṣ
saṃcyāvay		cyāvay		saṃ	cyāvay
saṃdā		dā		saṃ	dā
saṃdah		dah		saṃ	dah
saṃdāhay		dāhay		saṃ	dāhay
saṃdaṃś		daṃç		saṃ	daṃç
saṃdāpay		dāpay		saṃ	dāpay
saṃdāray		dāray		saṃ	dāray
saṃdarśay		darśay		saṃ	darśay
saṃdhā		dhā		saṃ	dhā
saṃdham		dham		saṃ	dham
saṃdhāray		dhāray		saṃ	dhāray
saṃdhāv		dhāv		saṃ	dhāv
saṃdhṛ		dhṛ		saṃ	dhṛ
saṃdhukṣ		dhukṣ		saṃ	dhukṣ
saṃdhukṣay		dhukṣay		saṃ	dhukṣay
saṃdhyā		dhyā		saṃ	dhyā
saṃdih		dih		saṃ	dih
saṃdīp		dīp		saṃ	dīp
saṃdīpay		dīpay		saṃ	dīpay
saṃdiś		diç		saṃ	diç
saṃdrāvay		drāvay		saṃ	drāvay
saṃdṛh		dṛh		saṃ	dṛh
saṃdṛś		dṛç		saṃ	dṛç
saṃdru		dru		saṃ	dru
saṃduh		duh		saṃ	duh
saṃduṣ		duṣ		saṃ	duṣ
saṃdūṣay		dūṣay		saṃ	dūṣay
saṃdviṣ		dviṣ		saṃ	dviṣ
same		e		sam	e
samedh		edh		sam	edh
samedhay		edhay		sam	edhay
saṃgāh		gāh		saṃ	gāh
saṃgālay		gālay		saṃ	gālay
saṃgam		gam		saṃ	gam
saṃgamay		gamay		saṃ	gamay
saṃgarh		garh		saṃ	garh
saṃgharṣay		gharṣay		saṃ	gharṣay
saṃghaṭay		ghaṭay		saṃ	ghaṭay
saṃghātay		ghātay		saṃ	ghātay
saṃghaṭṭ		ghaṭṭ		saṃ	ghaṭṭ
saṃghaṭṭay		ghaṭṭay		saṃ	ghaṭṭay
saṃghoṣay		ghoṣay		saṃ	ghoṣay
saṃghṛṣ		ghṛṣ		saṃ	ghṛṣ
saṃghuṣ		ghuṣ		saṃ	ghuṣ
saṃgopay		gopay		saṃ	gopay
saṃgrah		grah		saṃ	grah
saṃgrāhay		grāhay		saṃ	grāhay
saṃgranth		granth		saṃ	granth
saṃgras		gras		saṃ	gras
saṃgṛdh		gṛdh		saṃ	gṛdh
saṃguh		guh		saṃ	guh
saṃgup		gup		saṃ	gup
saṃhan		han		saṃ	han
saṃhāray		hāray		saṃ	hāray
saṃharṣay		harṣay		saṃ	harṣay
saṃhṛ		hṛ		saṃ	hṛ
saṃhṛṣ		hṛṣ		saṃ	hṛṣ
sami		sai		s	sai
samībhū		ībhū		sam	ībhū
samīḍ		īḍ		sam	īḍ
samīh		īh		sam	īh
samīkṛ		īkṛ		sam	īkṛ
samīkṣ		īkṣ		sam	īkṣ
samindh		indh		sam	indh
samindhay		indhay		sam	indhay
samīr		īr		sam	īr
samīray		īray		sam	īray
samīrṣy		īrṣy		sam	īrṣy
samiṣ		iṣ		sam	iṣ
saṃjalp		jalp		saṃ	jalp
saṃjan		jan		saṃ	jan
saṃjanay		janay		saṃ	janay
saṃjap		jap		saṃ	jap
saṃjāray		jāray		saṃ	jāray
saṃji		ji		saṃ	ji
saṃjīv		jīv		saṃ	jīv
saṃjīvay		jīvay		saṃ	jīvay
saṃjñā		jñā		saṃ	jñā
saṃjñāpay		jñāpay		saṃ	jñāpay
saṃjṛ		jṛ		saṃ	jṛ
saṃjuṣ		juṣ		saṃ	juṣ
saṃjval		jval		saṃ	jval
saṃjvālay		jvālay		saṃ	jvālay
saṃjvar		jvar		saṃ	jvar
saṃkalay		kalay		saṃ	kalay
saṃkālay		kālay		saṃ	kālay
saṃkalīkṛ		kalīkṛ		saṃ	kalīkṛ
saṃkalpay		kalpay		saṃ	kalpay
saṃkamp		kamp		saṃ	kamp
saṃkampay		kampay		saṃ	kampay
saṃkāray		kāray		saṃ	kāray
saṃkāsay		kāsay		saṃ	kāsay
saṃkathay		kathay		saṃ	kathay
saṃketīkṛ		ketīkṛ		saṃ	ketīkṛ
saṃkhan		khan		saṃ	khan
saṃkhid		khid		saṃ	khid
saṃkhyā		khyā		saṃ	khyā
saṃkīrtay		kīrtay		saṃ	kīrtay
saṃkleday		kleday		saṃ	kleday
saṃkleśay		kleśay		saṃ	kleśay
saṃklid		klid		saṃ	klid
saṃkliś		kliç		saṃ	kliç
saṃkocay		kocay		saṃ	kocay
saṃk�p		k�p		saṃ	k�p
saṃkram		kram		saṃ	kram
saṃkramay		kramay		saṃ	kramay
saṃkrāmay		krāmay		saṃ	krāmay
saṃkramīkṛ		kramīkṛ		saṃ	kramīkṛ
saṃkrī		krī		saṃ	krī
saṃkrīḍ		krīḍ		saṃ	krīḍ
saṃkṛṣ		kṛṣ		saṃ	kṛṣ
saṃkṛt		kṛt		saṃ	kṛt
saṃkrudh		krudh		saṃ	krudh
saṃkruś		kruç		saṃ	kruç
saṃkṣālay		kṣālay		saṃ	kṣālay
saṃkṣapay		kṣapay		saṃ	kṣapay
saṃkṣi		kṣi		saṃ	kṣi
saṃkṣip		kṣip		saṃ	kṣip
saṃkṣobhay		kṣobhay		saṃ	kṣobhay
saṃkṣoday		kṣoday		saṃ	kṣoday
saṃkṣubh		kṣubh		saṃ	kṣubh
saṃkṣud		kṣud		saṃ	kṣud
saṃkuñc		kuñc		saṃ	kuñc
saṃkup		kup		saṃ	kup
saṃkūrd		kūrd		saṃ	kūrd
saṃkuṭ		kuṭ		saṃ	kuṭ
saṃkvāthay		kvāthay		saṃ	kvāthay
saṃlabh		labh		saṃ	labh
saṃlag		lag		saṃ	lag
saṃlajj		lajj		saṃ	lajj
saṃlakṣay		lakṣay		saṃ	lakṣay
saṃlālay		lālay		saṃ	lālay
saṃlap		lap		saṃ	lap
saṃlāpay		lāpay		saṃ	lāpay
saṃlepay		lepay		saṃ	lepay
saṃlī		lī		saṃ	lī
saṃlih		lih		saṃ	lih
saṃlikh		likh		saṃ	likh
saṃlip		lip		saṃ	lip
saṃloḍay		loḍay		saṃ	loḍay
saṃmā		mā		saṃ	mā
sammad		mad		sam	mad
saṃmajj		majj		saṃ	majj
samman		man		sam	man
saṃmānay		mānay		saṃ	mānay
saṃmarday		marday		saṃ	marday
saṃmārjay		mārjay		saṃ	mārjay
sammath		math		sam	math
saṃmelay		melay		saṃ	melay
sammīl		mīl		sam	mīl
saṃmil		mil		saṃ	mil
sammīlay		mīlay		sam	mīlay
saṃmoday		moday		saṃ	moday
saṃmohay		mohay		saṃ	mohay
saṃmṛ		mṛ		saṃ	mṛ
sammṛd		mṛd		sam	mṛd
sammṛj		mṛj		sam	mṛj
sammuc		muc		sam	muc
sammuh		muh		sam	muh
saṃmukhībhū		mukhībhū		saṃ	mukhībhū
saṃmukhīkṛ		mukhīkṛ		saṃ	mukhīkṛ
saṃmukhyas		mukhyas		saṃ	mukhyas
sammūrch		mūrch		sam	mūrch
saṃmūrchay		mūrchay		saṃ	mūrchay
saṃnāday		nāday		saṃ	nāday
saṃnah		nah		saṃ	nah
saṃnam		nam		saṃ	nam
saṃnamay		namay		saṃ	namay
saṃnāmay		nāmay		saṃ	nāmay
saṃnard		nard		saṃ	nard
saṃnī		nī		saṃ	nī
saṃnibudh		budh		saṃni	budh
saṃnici		ci		saṃni	ci
saṃnidhā		dhā		saṃni	dhā
saṃnidhāpay		dhāpay		saṃni	dhāpay
saṃnidhāray		dhāray		saṃni	dhāray
saṃnigrah		grah		saṃni	grah
saṃnihan		han		saṃni	han
saṃnikāśay		kāśay		saṃni	kāśay
saṃnikṛṣ		kṛṣ		saṃni	kṛṣ
saṃnikṛt		kṛt		saṃni	kṛt
saṃnikṣip		kṣip		saṃni	kṣip
saṃnilī		lī		saṃni	lī
saṃnimajj		majj		saṃni	majj
saṃnimīl		mīl		saṃni	mīl
saṃnipat		pat		saṃni	pat
saṃnipātay		pātay		saṃni	pātay
saṃniras		ras		saṃni	ras
saṃnirīkṣ		rīkṣ		saṃni	rīkṣ
saṃnirodhay		rodhay		saṃni	rodhay
saṃnirudh		rudh		saṃni	rudh
saṃnirvā		ru		saṃnir	ru
saṃnirvac		ruc		saṃnir	ruc
saṃniṣad		ṣad		saṃni	ṣad
saṃniśāmay		śāmay		saṃni	śāmay
saṃniṣev		ṣev		saṃni	ṣev
saṃniṣic		ṣic		saṃni	ṣic
saṃnisṛj		ṛj		saṃnis	ṛj
saṃniṣūday		ṣūday		saṃni	ṣūday
saṃnivāray		vāray		saṃni	vāray
saṃnivartay		vartay		saṃni	vartay
saṃnivas		vas		saṃni	vas
saṃniveday		veday		saṃni	veday
saṃniveśay		veśay		saṃni	veśay
saṃniviś		viç		saṃni	viç
saṃnivṛt		vṛt		saṃni	vṛt
saṃniyam		yam		saṃni	yam
saṃniyojay		yojay		saṃni	yojay
saṃniyuj		yuj		saṃni	yuj
saṃnyas		as		saṃny	as
saṃnyāsay		say		saṃnyā	say
sampā		pā		sam	pā
saṃpac		pac		saṃ	pac
saṃpācay		pācay		saṃ	pācay
sampad		pad		sam	pad
sampāday		pāday		sam	pāday
sampālay		pālay		sam	pālay
samparī		parī		sam	parī
saṃparibhāvay		bhāvay		saṃpari	bhāvay
samparigrah		grah		sampari	grah
sampariharṣay		harṣay		sampari	harṣay
samparikīrtay		kīrtay		sampari	kīrtay
samparikram		kram		sampari	kram
saṃparikṣip		kṣip		saṃpari	kṣip
saṃparimarday		marday		saṃpari	marday
sampariplu		plu		sampari	plu
saṃparipṛ		pṛ		saṃpari	pṛ
saṃparipracch		cch		saṃparipra	cch
samparipūjay		pūjay		sampari	pūjay
samparirabh		rabh		sampari	rabh
sampariṣvaj		ṣvaj		sampari	ṣvaj
saṃparitap		tap		saṃpari	tap
saṃparitoṣay		toṣay		saṃpari	toṣay
samparityaj		tyaj		sampari	tyaj
saṃparivāray		vāray		saṃpari	vāray
samparivarjay		varjay		sampari	varjay
saṃpariveṣṭ		veṣṭ		saṃpari	veṣṭ
saṃparivījay		vījay		saṃpari	vījay
samparivṛt		vṛt		sampari	vṛt
saṃpaś		paç		saṃ	paç
sampat		pat		sam	pat
saṃpātay		pātay		saṃ	pātay
sampaṭh		paṭh		sam	paṭh
saṃpeṣay		peṣay		saṃ	peṣay
sampīḍay		pīḍay		sam	pīḍay
sampiṣ		piṣ		sam	piṣ
saṃplāvay		plāvay		saṃ	plāvay
samplu		plu		sam	plu
saṃpluṣ		pluṣ		saṃ	pluṣ
sampothay		pothay		sam	pothay
sampṛ		pṛ		sam	pṛ
samprabādh		bādh		sampra	bādh
samprabhā		bhā		sampra	bhā
saṃprabhañj		bhañj		saṃpra	bhañj
samprabhāṣ		bhāṣ		sampra	bhāṣ
samprabudh		budh		sampra	budh
sampracakṣ		cakṣ		sampra	cakṣ
saṃpracal		cal		saṃpra	cal
saṃpracālay		cālay		saṃpra	cālay
sampracar		car		sampra	car
sampracch		cch		sampra	cch
saṃpracchā		cchā		saṃpra	cchā
saṃpracchāday		cchāday		saṃpra	cchāday
sampraci		ci		sampra	ci
sampracoday		coday		sampra	coday
sampradā		dā		sampra	dā
sampradah		dah		sampra	dah
saṃpradāpay		dāpay		saṃpra	dāpay
saṃpradarśay		darśay		saṃpra	darśay
sampradhāray		dhāray		sampra	dhāray
sampradharṣay		dharṣay		sampra	dharṣay
saṃpradhāv		dhāv		saṃpra	dhāv
saṃpradhṛṣ		dhṛṣ		saṃpra	dhṛṣ
saṃpradhukṣay		dhukṣay		saṃpra	dhukṣay
saṃpradhyā		dhyā		saṃpra	dhyā
saṃpradīp		dīp		saṃpra	dīp
sampradīpay		dīpay		sampra	dīpay
sampradiś		diç		sampra	diç
sampradṛś		dṛç		sampra	dṛç
sampradru		dru		sampra	dru
sampraduṣ		duṣ		sampra	duṣ
sampragā		gā		sampra	gā
sampragāh		gāh		sampra	gāh
saṃpragalbh		galbh		saṃpra	galbh
sampraghṛṣ		ghṛṣ		sampra	ghṛṣ
sampragrah		grah		sampra	grah
saṃprāh		h		saṃprā	h
samprahā		hā		sampra	hā
saṃpraharṣay		harṣay		saṃpra	harṣay
samprahas		has		sampra	has
samprahṛ		hṛ		sampra	hṛ
samprahṛṣ		hṛṣ		sampra	hṛṣ
samprajan		jan		sampra	jan
samprajñā		jñā		sampra	jñā
samprajval		jval		sampra	jval
saṃprajvālay		jvālay		saṃpra	jvālay
samprakalpay		kalpay		sampra	kalpay
samprakamp		kamp		sampra	kamp
samprakās		kās		sampra	kās
saṃprakāśay		kāśay		saṃpra	kāśay
saṃprakīrtay		kīrtay		saṃpra	kīrtay
samprakṛ		kṛ		sampra	kṛ
saṃprakṛ		kṛ		saṃpra	kṛ
samprakram		kram		sampra	kram
samprakṛṣ		kṛṣ		sampra	kṛṣ
saṃprakṛt		kṛt		saṃpra	kṛt
saṃprākruś		kruç		saṃprā	kruç
samprakṣip		kṣip		sampra	kṣip
samprakṣubh		kṣubh		sampra	kṣubh
saṃprakup		kup		saṃpra	kup
saṃpralepay		lepay		saṃpra	lepay
sampralī		lī		sampra	lī
sampralup		lup		sampra	lup
saṃpramad		mad		saṃpra	mad
saṃpramarday		marday		saṃpra	marday
saṃpramārjay		mārjay		saṃpra	mārjay
sampramath		math		sampra	math
saṃpramṛd		mṛd		saṃpra	mṛd
sampramṛj		mṛj		sampra	mṛj
sampramuc		muc		sampra	muc
sampramuh		muh		sampra	muh
sampraṇad		ṇad		sampra	ṇad
saṃpraṇāday		ṇāday		saṃpra	ṇāday
sampraṇam		ṇam		sampra	ṇam
saṃpraṇaś		ṇaś		saṃpra	ṇaś
sampraṇī		ṇī		sampra	ṇī
sampraṇidhā		ṇidhā		sampra	ṇidhā
saṃpranṛt		nṛt		saṃpra	nṛt
sampraṇud		ṇud		sampra	ṇud
samprāp		p		samprā	p
samprapac		pac		sampra	pac
samprapad		pad		sampra	pad
saṃprapaś		paç		saṃpra	paç
saṃprāpay		pay		saṃprā	pay
saṃprapeṣay		peṣay		saṃpra	peṣay
samprapīḍay		pīḍay		sampra	pīḍay
samprapūjay		pūjay		sampra	pūjay
saṃprapūray		pūray		saṃpra	pūray
sampraruc		ruc		sampra	ruc
saṃpraruṣ		ruṣ		saṃpra	ruṣ
samprāś		pṛç		samp	pṛç
samprasad		sad		sampra	sad
saṃprasāday		sāday		saṃpra	sāday
samprasādhay		sādhay		sampra	sādhay
samprasah		sah		sampra	sah
saṃpraśam		çam		saṃpra	çam
saṃpraśaṃs		çaṃs		saṃpra	çaṃs
samprasañj		sañj		sampra	sañj
samprasāray		sāray		sampra	sāray
sampraśās		çās		sampra	çās
saṃprāśay		çi		saṃprāś	çi
samprasic		sic		sampra	sic
saṃprasidh		sidh		saṃpra	sidh
saṃprasṛj		sṛj		saṃpra	sṛj
samprasru		sru		sampra	sru
samprasthā		sthā		sampra	sthā
saṃprasthāpay		sthāpay		saṃpra	sthāpay
samprasū		sū		sampra	sū
saṃprasvap		svap		saṃpra	svap
saṃpratap		tap		saṃpra	tap
sampratāpay		tāpay		sampra	tāpay
saṃpratāray		tāray		saṃpra	tāray
saṃpratarpay		tarpay		saṃpra	tarpay
saṃprath		prath		saṃ	prath
sampratī		tī		sampra	tī
sampratibhā		bhā		samprati	bhā
sampratibhāṣ		bhāṣ		samprati	bhāṣ
saṃpratibudh		budh		saṃprati	budh
sampratijñā		jñā		samprati	jñā
sampratīkṣ		tīkṣ		sampra	tīkṣ
saṃpratimuc		muc		saṃprati	muc
sampratipad		pad		samprati	pad
saṃpratipāday		pāday		saṃprati	pāday
saṃpratipaś		paç		saṃprati	paç
sampratipūjay		pūjay		samprati	pūjay
sampratīṣ		tīṣ		sampra	tīṣ
saṃpratiśrāvay		śrāvay		saṃprati	śrāvay
sampratiṣṭhā		ṣṭhā		samprati	ṣṭhā
saṃpratisthāpay		sthāpay		saṃprati	sthāpay
saṃpratiyā		yā		saṃprati	yā
sampratuṣ		tuṣ		sampra	tuṣ
saṃpratyavasthā		sthā		saṃpratyava	sthā
saṃpratyupasthā		sthā		saṃpratyupa	sthā
sampravac		vac		sampra	vac
sampravartay		vartay		sampra	vartay
saṃpraveśay		veśay		saṃpra	veśay
sampraveṣṭay		veṣṭay		sampra	veṣṭay
saṃpravigāh		gāh		saṃpravi	gāh
sampravihṛ		hṛ		sampravi	hṛ
sampravip		vip		sampra	vip
sampraviś		viç		sampra	viç
sampravṛdh		vṛdh		sampra	vṛdh
saṃpravṛṣ		vṛṣ		saṃpra	vṛṣ
sampravṛt		vṛt		sampra	vṛt
saṃpravyath		vyath		saṃpra	vyath
samprayā		yā		sampra	yā
samprayāc		yāc		sampra	yāc
samprayam		yam		sampra	yam
saṃprayojay		yojay		saṃpra	yojay
samprayudh		yudh		sampra	yudh
samprayuj		yuj		sampra	yuj
sampṛc		pṛc		sam	pṛc
sampre		prī		sam	prī
samprekṣ		prekṣ		sam	prekṣ
saṃpreray		preray		saṃ	preray
saṃpreṣ		preṣ		saṃ	preṣ
saṃpreṣay		preṣay		saṃ	preṣay
samprī		prī		sam	prī
saṃprīṇay		prīṇay		saṃ	prīṇay
samprokṣ		prokṣ		sam	prokṣ
saṃprokṣay		prokṣay		saṃ	prokṣay
sampū		pū		sam	pū
sampūjay		pūjay		sam	pūjay
sampūray		pūray		sam	pūray
sampuṣ		puṣ		sam	puṣ
saṃpuṭ		puṭ		saṃ	puṭ
saṃpuṭīkṛ		puṭīkṛ		saṃ	puṭīkṛ
saṃrabh		rabh		saṃ	rabh
saṃrādhay		rādhay		saṃ	rādhay
saṃrakṣ		rakṣ		saṃ	rakṣ
saṃrakṣay		rakṣay		saṃ	rakṣay
saṃram		ram		saṃ	ram
saṃrañj		rañj		saṃ	rañj
saṃrañjay		rañjay		saṃ	rañjay
samṛch		ṛch		sam	ṛch
samṛddhīkṛ		ṛddhīkṛ		sam	ṛddhīkṛ
samṛdh		ṛdh		sam	ṛdh
saṃrocay		rocay		saṃ	rocay
saṃropay		ropay		saṃ	ropay
saṃroṣay		roṣay		saṃ	roṣay
saṃru		ru		saṃ	ru
saṃruc		ruc		saṃ	ruc
saṃrudh		rudh		saṃ	rudh
saṃruh		ruh		saṃ	ruh
saṃruj		ruj		saṃ	ruj
śaṃs		çaṃs			çaṃs
saṃśā		çi		saṃ	çi
saṃsad		sad		saṃ	sad
saṃsāday		sāday		saṃ	sāday
saṃsādhay		sādhay		saṃ	sādhay
saṃsah		sah		saṃ	sah
saṃśam		çam		saṃ	çam
saṃśamay		śamay		saṃ	śamay
saṃśāmay		śāmay		saṃ	śāmay
saṃśaṃs		çaṃs		saṃ	çaṃs
saṃsañj		sañj		saṃ	sañj
saṃśaṅk		çaṅk		saṃ	çaṅk
saṃśap		çap		saṃ	çap
saṃsāray		sāray		saṃ	sāray
saṃsarjay		rjay		saṃsa	rjay
saṃsarpay		rpay		saṃsa	rpay
saṃśās		çās		saṃ	çās
saṃśātay		śātay		saṃ	śātay
saṃsecay		secay		saṃ	secay
saṃsev		sev		saṃ	sev
saṃśī		çī		saṃ	çī
saṃsic		sic		saṃ	sic
saṃsidh		sidh		saṃ	sidh
saṃsīv		sīv		saṃ	sīv
saṃskāray		skāray		saṃ	skāray
saṃskṛ		skṛ		saṃ	skṛ
saṃśleṣay		śleṣay		saṃ	śleṣay
saṃśliṣ		çliṣ		saṃ	çliṣ
saṃsmāray		smāray		saṃ	smāray
saṃsmi		smi		saṃ	smi
saṃsmṛ		smṛ		saṃ	smṛ
saṃsnā		snā		saṃ	snā
saṃsnāpay		snāpay		saṃ	snāpay
saṃsnehay		snehay		saṃ	snehay
saṃśobhay		śobhay		saṃ	śobhay
saṃśodhay		śodhay		saṃ	śodhay
samśoṣay		śoṣay		sam	śoṣay
saṃspand		spand		saṃ	spand
saṃsphālay		sphālay		saṃ	sphālay
saṃsphur		sphur		saṃ	sphur
saṃsphuṭ		sphuṭ		saṃ	sphuṭ
saṃspṛh		spṛh		saṃ	spṛh
saṃspṛś		spṛç		saṃ	spṛç
saṃsṛ		sṛ		saṃ	sṛ
saṃśṛ		çṛ		saṃ	çṛ
saṃśraddhā		śraddhā		saṃ	śraddhā
saṃśram		çram		saṃ	çram
saṃsrāvay		srāvay		saṃ	srāvay
saṃśrāvay		śrāvay		saṃ	śrāvay
saṃśri		çri		saṃ	çri
saṃsṛj		sṛj		saṃ	sṛj
saṃsṛp		sṛp		saṃ	sṛp
